content	username
['coldplay', 'fix', 'mbaa', 'info', 'disewa', 'desember', 'bocor', 'artisnya', 'taylor', 'beyonce', 'tebakan', 'netizen']	ireona29
['kebanyakan', 'fans', 'coldplay']	Minyongki1
['army', 'suka', 'coldplay', 'rezeki2an']	novitanonagon
['army', 'nonton', 'coldplay', 'wajar', 'tau', 'coldplay']	rumyblue
['seokjin', 'wamil', 'army', 'sananya', 'coldplay', 'army', 'coldplay', 'terlepas', 'suka', 'coldplay', 'umur', 'namanya', 'war']	svtunning
['seokjin', 'kemarin', 'konsernya', 'coldplay', 'dikasih', 'perfom', 'khusus', 'wamil', 'wamil']	rumyblue
['bts', 'nder', 'coldplay', 'seokjin', 'konser', 'coldplay', 'army', 'war']	KimMuthiaaa
['inimah', 'warnya', 'lintas', 'nder', 'temenku', 'kmaren', 'cerita', 'mama', 'papaku', 'coldplay', 'nonton', 'masio', 'adoh', 'jember', 'anaknya', 'smt', 'blom', 'laen']	ordinarypeo_0pl
['beliin', 'tiket', 'maapin', 'klean', 'brdua']	mostfavoredboy
['coldplay', 'mawa', 'pamajikan', 'nonton', 'bmth']	SayidR13
['tau', 'tau', 'saosin', 'bmth', 'coldplay']	SayidR13
['hilap', 'coldplay', 'november', 'mamam', 'lembur']	clarayslw
['weeknd', 'siihhh', 'nonton', 'coldplay', 'sblm', 'mati']	naiethereal
['akun2', 'indonesia', 'ampe', 'selevel', 'pejabat', 'adem', 'ayem', 'sampe', 'akun', 'coldplay', 'promotor', 'amp', 'venuenya', 'announce', 'easy', 'access']	BobbyDahni
['duit', 'cari', 'coldplay', 'indo', 'seumur', 'idup', 'napa', 'duit', 'susah', 'cari']	fullbatt92
['twice', 'pertanda', 'sy', 'nonton', 'coldplay', 'beneran', 'indonesia', 'butuh', 'kepastian', 'twice_5th_world_tour']	ricann97
['member', 'coldplay', 'tah']	alextwiting
['jadwal', 'konser', 'coldplay', 'indonesia', 'daftar', 'duh', 'php', 'coldplay', 'coldplayjakarta']	medcom_id
['coldplay', 'indo']	fullsunrose__
['sabar', 'juni', 'fokus', 'coldplay']	PrimaPradipta7
['mentri', 'spoiler', 'konser', 'coldplay', 'indo', 'ceunah']	_yourwinterbear
['scroll', 'fyp', 'konsernya', 'iri', 'nonton', 'bismillah', 'may', 'announce', 'coldplay', 'konser', 'dilancarin', 'war', 'tiketnya']	___npj___
['official', 'announcement', 'mei', 'penjualan', 'tiket', 'kisaran', 'announcement', 'pic', 'fanbase', 'coldplay', 'taiwan']	wurdianto
['coldplay']	ansiyeti
['coldplay', 'nyanyi']	rollingitson
['plis', 'coldplay', 'knp', 'enhypen', 'msh', 'hilalnye']	anindyaokttt
['nonton', 'coldplay', 'vcs']	Rudigesper
['nahan', 'sakit', 'dada', 'coldplay', 'smtown', 'tay']	Eshocta
['aamiinnn', 'plan', 'war', 'tiket', 'jastip', 'temen', 'kerja', 'rencana', 'nonton', 'dadi', 'armada', 'hrsnya', 'hr', 'coldplay']	iamretty
['suree', 'mula2', 'khabar2', 'coldplay', 'malaysia', 'post', 'dieee', 'hihi']	NysaaIsmail
['coldplay', 'koalisinya', 'auto', 'bubar']	windyauliaac
['mhasiswa', 'semester', 'bantuin', 'merintis', 'usaha', 'wawancara', 'mei', 'infoloker', 'infoparttime']	boby1003
['halo', 'buka', 'slot', 'coldplay', 'konfirmasi', 'resminya', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'info', 'slotnya']	wartiketidofc
['halo', 'buka', 'slot', 'coldplay', 'konfirmasi', 'resminya', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'info', 'slotnya']	wartiketidofc
['halo', 'buka', 'slot', 'coldplay', 'konfirmasi', 'resminya', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'info', 'slotnya']	wartiketidofc
['jual', 'jastip', 'tiket', 'nyari', 'temen', 'nonton']	Ismawati05_
['halo', 'buka', 'slot', 'coldplay', 'konfirmasi', 'resminya', 'proof', 'testi', 'bio', 'like', 'stay', 'tuned', 'info', 'slotnya']	wartiketidofc
['wild', 'rilis', 'ep', 'berisi', 'cover', 'coldplay', 'taylor', 'swift', 'id']	agungkristiono
['duit', 'dicari', 'nonton', 'coldplay', 'blm']	rismaindriya
['iyoo', 'mei', 'konfirmasi', 'coldplay', 'resminya']	iamretty
['bm', 'tiket', 'coldplay', 'ja']	kalenksarden
['bca']	AhmadZulfakar_
['kemaren', 'menaruh', 'harapan']	wawakzk
['konser', 'coldplay', 'istrinya', 'anaknya', 'chris', 'wkw', 'bayinya', 'dipakein', 'headphone', 'keknya', 'suaranya', 'dikit']	abcdwel
['coldplay', 'arep', 'jakarta', 'lho', 'siap2', 'tiket', 'war']	Denald
['halo', 'open', 'jastip', 'coldplay', 'diurus', 'feel', 'free']	tixseoulution
['konser', 'coldplay', 'kh']	piscesins
['hadir', 'bika', 'jasa', 'war', 'tiket', 'coldplay']	my_dreamhanguk
['coldplay', 'resmi', 'ne', 'wae', 'kui']	yostrikomandanu
['iyahh', 'lett', 'seelah', 'coldplay', 'siji', 'coldplay']	swargiloka
['noah', 'memasukkan', 'playslist', 'rata2', 'search', 'artisnya', 'putar', 'selesai', 'bm']	uarmyhomee_
['lucu', 'perkara', 'coldplay']	BarukenaNasi
['asvvar', 'tetep', 'dramer', 'kuwalon']	zZulfan
['yess', 'ku', 'rhytm']	frogstoneco
['coldplay']	precdiksi
['open', 'jastip', 'tiket', 'coldplay', 'cicil', 'maksimal']	awloola
['anjir', 'cari', 'duit', 'nonton', 'tiket', 'coldplay']	alfirm12_
['indo', 'coldplay', 'ktnya', 'konser', 'indo', 'p', 'p', 'p', 'info', 'tutorial']	vidiraaas
['lawan', 'juni', 'china', 'indonesia', 'dimainkan', 'lionel', 'messi', 'indonesia', 'coy']	idextratime
['coldplay', 'nasss']	everyone_wyy
['november', 'coldplay']	minggudesu
['coldplay', 'nyetadion', 'nonton', 'messi', 'biar', 'tau', 'artinyaa']	ihwanfikri
['war', 'coldplay']	fadhilardiansyh
['coldplay', 'taylor', 'nambah', 'messi', 'bet', 'lau']	saputrooagung
['indonesia', 'vs', 'timnas', 'memainkan', 'fifamatchday', 'asia', 'juni', 'destinasi', 'china', 'indonesia']	GOAL_ID
['siji', 'siji', 'meh', 'acara', 'ki', 'duit', 'tuku', 'tikete', 'coldplay', 'iseh', 'ketambahan', 'iki']	kecikpratama
['update', 'terbaru', 'jurnalis', 'ternama', 'timnas', 'jalani', 'asia', 'juni', 'destinasi', 'china', 'indonesia', 'riil', 'mari']	FaktaSepakbola
['nonton']	RizalFa60903288
['ah', 'bener', 'nonton', 'coldplay', 'duit', 'tiketnya', 'nonton', 'real']	finskk
['liat', 'sandi', 'uno', 'keknya', 'coldplay', 'kesini']	anceliiban
['war', 'tiket', 'coldplay', 'bawain', 'life', 'technicolor', 'jam']	fthrdh
['coldplay', 'resminya']	qitzskies
['expected', 'opponents', 'june', 'china', 'indonesia', 'played', 'country']	AlbicelesteTalk
['kepikiran', 'fans', 'coldplay', 'deh']	sugaringjellyyy
['info', 'tiket']	fernandalfin
['anjirr', 'coldplay']	arrumherjati13
['nonton', 'coldplay', 'nonton', 'idola', 'mayoritas', 'pecinta', 'sepakbola']	mipanipan
['konser', 'coldplay', 'nonton', 'lihat', 'messi']	IcedAmericano0
['konser', 'coldplay', 'standar', 'pssi', 'match', 'pakansari', 'standar', 'pssi', 'sir']	netfIixnchilll
['jurnalis', 'rekam', 'jejaknya', 'rumor', 'timnas', 'indonesia', 'juni', 'fifa', 'matchday', 'muchachos', 'ahora', 'nos', 'volvimos', 'ilusionar']	ID_Albiceleste
['kotorin', 'coldplay', 'anj']	shlisjam
['coldplay', 'messi']	cjakaa
['coldplay', 'ush']	dumptrxxsh
['timnas', 'coldplay', 'indonesia']	Tebe_lams
['drpd', 'nonton', 'coldplay', 'nonton', 'lihat', 'idola']	azzammuth_
['coldplay']	W2LAZY
['allahuakbar', 'coldplay', 'open', 'jastip', 'dluan', 'warnya', 'sesusah', 'nnti', 'ku', 'infoin', 'yaaa', 'opeennn', 'aamiin', 'makasihhh']	luvguluguluu
['coldplay', 'ditunda']	Hamdiirawan17
['fix', 'coldplay', 'temen2', 'badut', 'rumornya', 'confirmed', 'promotor', 'udahlah', 'announcement', 'konser', 'padat']	_liuxintian
['nonton', 'coldplay', 'messi']	kuincidence
['coldplay', 'ketir', 'nyari', 'jastip']	choco__choux
['anjj', 'niat', 'beli', 'tiket', 'coldplay', 'messi', 'kesini']	krywnsvir
['tiket', 'konser', 'coldplay', 'tiket', 'nonton']	irularr_
['butuh', 'po', 'coldplay', 'call']	azizyoo1
['ruxi', 'cancel', 'rencana', 'smtown', 'deh', 'coldplay', 'beneran', 'wkwkwkw', 'kpopers', 'suka', 'western', 'konser']	namgilahjussi
['yahhh', 'ktemu', 'cy', 'nonton', 'coldplay']	Topokkipurple
['jakarta', 'tau', 'coldplay']	clingyinprivate
['coldplay', 'nyanyi']	pxlstht
['selamat', 'bertaburan']	aerylya
['brits', 'one', 'first', 'bands', 'join', 'list', 'artists', 'brit', 'billion', 'award', 'thanks', 'iconic', 'hits', 'yellow', 'viva', 'vida', 'fix']	BRITs
['halo', 'dm', 'slot', 'keisi', 'coldplay']	tixseoulution
['tau', 'syaaa', 'coldplay']	g0ldnvinyl
['takut', 'konsernya', 'pdhl', 'wl', 'pen', 'jabanin', 'coldplay']	mingyueyo
['coldplay', 'keknya', 'sinyal', 'internet', 'warnya']	kuliexcel
['bener', 'coldplay', 'indo']	yourmochi95
['honne', 'coldplay', 'ajaa', 'cape', 'huf', 'cari', 'daddy', 'nonton']	ruthamandac
['tttapi', 'blum', 'akun', 'coldplay']	avadakadavraah
['coldplay']	nandoy
['jadwal', 'keretanya', 'konser', 'coldplay', 'november']	chindiia
['schedule', 'wtf', 'coldplay']	cathalvi
['jakarta', 'cari']	gunawana_
['toketnya', 'coldplay', 'pp', 'hotel', 'makan', 'ojol']	stealthblcck
['coldplay', 'mei', 'beneran', 'confirm', 'rame', 'nov', 'fix']	badutmekdi24
['jadikah']	ahmad_harry
['nonton', 'coldplay', 'amp', 'nitip', 'hrus', 'nonton']	matchasourr
['mmm', 'bts', 'hiatus', 'nder', 'salah', 'member', 'coldplay', 'namanya', 'jin', 'wamil', 'army', 'war', 'takut', 'war', 'fans', 'coldplay']	banyakvikiran
['harusnta', 'ditakutin', 'fans', 'coldplay', 'liat', 'cuplikan', 'konser', 'cantiknya', 'konsernya', 'aesthetic']	tmlnsnxlouiss
['fans', 'coldplay', 'bet', 'anjay', 'war', 'kemarin', 'war', 'konser']	lailasiii
['coldplay', 'bleh']	nextarcoklact_
['hai', 'butuh', 'jastip', 'open', 'coldplay', 'feel', 'free', 'dm']	tixseoulution
['wani', 'pirooo']	sugoideseu
['isi', 'reels', 'coldplay', 'tiket', 'ko']	mathori__
['poser', 'coldplay', 'tiketnya', 'coldplay', 'viva', 'vida']	lazuardizahran
['army', 'fansnya', 'coldplay', 'lumayan', 'peminatnya', 'indo', 'nder', 'takutnya', 'bts', 'mencar', 'mencar', 'armynya', 'duit', 'takut', 'ntar', 'dadakan', 'keluarin', 'album', 'solo', 'konserlah']	wildxflwrr
['yakinkan', 'coldplay', 'beneran', 'jkt', 'beli', 'tiket', 'honne']	dimsuunn
['coldplay']	nukiinugraha
['choose', 'coldplay', 'bil', 'solo', 'coldplay', 'setahun', 'haha']	dittoppr
['halo', 'open', 'jastip', 'coldplay', 'diurus', 'feel', 'free']	tixseoulution
['halo', 'open', 'jastip', 'coldplay', 'diurus', 'feel', 'free']	tixseoulution
['bayarin', 'tiket', 'coldplay', 'ren']	HondaHRV_
['nonton', 'coldplay']	kubiskubiskuu
['coldplay', 'beneran', 'indonesia', 'coldplay', 'coldplayjakarta']	WarungPasta
['nonton', 'messi', 'nonton', 'coldplay']	saturnlunette
['update', 'rep', 'paseban', 'bantul', 'ketoke', 'hoax']	arifnrokhman
[]	jenxxmy
['calon', 'tiket', 'sumpahin', 'sinyalnya', 'seumur', 'hidup']	JatikusumoWisnu
['blm', 'fix', 'krn', 'coldplay', 'blm', 'update', 'asian', 'tour', 'sabar', 'wkwkwkw']	cloudybluz
['apee', 'woii']	muaffyyy
['war', 'tiketnya', 'war', 'tiket', 'coldplay']	AdeliaCynthia12
['mari', 'aa', 'mathram', 'untadi']	shashunk
['fix', 'nonton', 'coldplay', 'messiyyy']	dannnnnnnzzzzzz
['nonton', 'nonton', 'coldplay']	vexxo8
['coldplay', 'otomatis', 'tiketnya', 'murah', 'murah', 'artian', 'artisnya', 'beda', 'venue', 'beda', 'artis', 'menentukan']	thenacne
['nitip', 'jasa', 'war', 'tiket', 'coldplay']	my_dreamhanguk
['bukaaan', 'coldplay', 'mei', 'officialnya']	awangesti
['bau', 'bau', 'cure']	sepikjangkis
['slowdive']	yulis_setiyono
['coldplay', 'buka', 'jasa', 'venue', 'tau', 'pasarnya', 'supply']	kangbakso48
['tau']	kicauaniki
['juli', 'nonton', 'november', 'nonton', 'konser', 'isu', 'indonesia']	RandyNteng
['info', 'internal']	wzardkaka
['coldplay', 'indo']	marugamaa
['ktanya', 'tiket', 'bp', 'coldplay', 'ci', 'jdi', 'tkut']	itsdandeIion
['playlist', 'nnti', 'tpi', 'ko', 'army', 'suka', 'coldplay']	Chaeyuri__
['kpop', 'mananya', 'wkwkwkkw', 'coldplay', 'sunbaenim']	oreomarky
['fikir', 'bersatu', 'army', 'sorry', 'bruh', 'teman', 'fandom', 'elit', 'noh', 'fandom', 'coldplay', 'wlee']	lovebammiee
['fix']	_wispme
['coldplay', 'setara', 'vip']	veetabeen
['coldplay', 'rela', 'nyanyi', 'jam', 'nonstop', 'fans', 'bkan', 'fomo', 'thrist', 'content', 'tour', 'sistemnya', 'verified', 'fan', 'dr', 'bkan', 'fans', 'cmn', 'fail', 'step', 'coldplay', 'konser']	oranggabutz
['kepanikan', 'melanda', 'shperesland', 'coldplay', 'indo', 'encore', 'anak2']	jenxxmy
['siapp', 'war', 'tickett']	FahmiImansyah4
['indonesia', 'list', 'tour', 'tiati', 'ketitipu', 'jastip', 'tiket', 'coldplayjakarta']	I_P_U_N_G_
['official', 'coldplay', 'live', 'jakarta', 'coldplayjakarta']	bekstreettt
['konser', 'fans', 'coldplay', 'yaudah', 'coldplaynya', 'membatasi', 'fans', 'nonton', 'buktinya', 'konser', 'alias', 'beli', 'tiketnya', 'nonton', 'tolol']	Hahahihisj1
['duit', 'io', 'coldplay']	mbambanghutomo
['konser', 'nov']	bynoegroho
['sumpah', 'mei', 'beuudd']	andhiaa
['coldplay', 'oh', 'promo', 'world', 'tour']	adhiantos
['yasshh', 'bismillah', 'coloratura', 'adaaa']	beycibeey
['kesabaran', 'kerja', 'keras', 'membawa', 'berkah', 'tiket', 'konser', 'coldplay', 'jakarta']	cubatongg
['rill', 'sepi', 'nonton', 'coldplay']	ocehanbintang
['southest', 'asia']	rohitsebastiian
['kebayoran', 'lamabaru', 'let', 'jakartaindonesia', 'coldplay', 'twt']	searchforgold
['meja2', 'duadelapan', 'mejanya', 'kesini', 'dikejar', 'jauh2']	searchforgold
['oiya', 'coldplay', 'bubar', 'percaya', 'coldplay']	satukomando_
['siapsiap', 'war', 'btw', 'trip', 'venue', 'area', 'hmu']	sehasta_trip
['confirm', 'coldplay']	gyulibie
['diutamakan', 'coldplay']	elssihombing
['buka', 'jastip', 'coldplay', 'minat', 'dm', 'xixix']	tixseoulution
['coldplay', 'jastip', 'calo']	kinasihdeaaa
['coldplay', 'svt']	hellopettylee
['even', 'coldplay', 'fans', 'kemereka', 'butuh', 'menikmati', 'tau', 'fansnya', 'ayo', 'ayo', 'coldplay', 'fans', 'dapet', 'tiketnya']	Vaanaann
['kemaren', 'baca', 'smtown', 'sept', 'coldplay', 'nov', 'konser', 'juli', 'sampe', 'padet']	namgilahjussi
['silakan', 'sampe', 'dibawain', 'coloratura', 'move', 'onnya', 'taun']	ustadchen
['yaallah', 'benerannnnnnn']	niyninis
['uname', 'nyaa', 'ijin', 'mbaa']	be__ber
['duuhh', 'mauu', 'abis', 'coldplay']	rav_claw
['perasaan', 'indo']	Lovingakusaja
['bawa', 'justin', 'kemarin', 'bawa', 'coldplay', 'fix']	jkeymochi
['dhl', 'tulisannya']	chemitz
['honne', 'coldplay']	SamudraSamuel97
['assalamualaikum']	veryforlorneyes
['chris', 'martin', 'nyanyi', 'masker']	rgoestama
['coldplay']	Vickih_worsnop
['lucu', 'wishlistnya', 'coldplay']	narista_
['rumor', 'jakarta', 'sdh', 'beredar', 'april', 'promotor', 'amp', 'coldplay', 'blm', 'konfirmasi', 'resmi', 'terkait', 'shinist', 'info', 'resminya', 'dr', 'yaaa', 'coldplayjakarta']	eventshine_id
[]	pratamaditt
['liat', 'rillnya', 'coldplay']	yourmochi95
['ahaha', 'coldplay']	hantu_berkepala
[]	nefvertarii
['coldplay', 'mohon', 'maaf', 'koh', 'coldplay']	anktnCov
['resminya', 'coldplay']	HusnulHilmi01
['sabar', 'coldplay', 'nyanyi', 'yellow']	dimasdwispp
['syif', 'liatnya', 'meja', 'kelas', 'tulisan', 'coldplay']	MeraTobi
['infoin', 'buka', 'jasa', 'war', 'tiketnya']	masihnyimak
['yaampun']	aphrooodite___
['halo']	hopespace_
['tau', 'coldplay', 'fix']	sociabuttrf
['new', 'teaser', 'coldplay', 'show', 'indonesia', 'musicofthespheresworldtour']	coldplayxtra
['keknya', 'tpi', 'w', 'hmm']	aldialridzwan
['see']	giblikidd
['kondisi', 'dompet']	divardha
['yauda', 'ayo', 'ayoo']	sweatorsweet
['platform', 'beda2', 'share', 'kiat2', 'kelas', 'first', 'coldplay', 'concert', 'tulus']	Faith_Alien_
['lahh', 'coldplay', 'messi', 'pen', 'kesini', 'beruntun', 'aanjjjj']	Jennienotruby_
['coldplay', 'dr', 'coldplay', 'announce', 'khusus', 'coldplay', 'duit', 'tau', 'coldplay', 'silahkan', 'beli', 'tiket', 'knp']	_fiqrii
['coldplay', 'cuman']	DimasTheMutant
['fans', 'coldplay', 'alias', 'kitakita', 'tahunan', 'terimakasih', 'coldplayjakarta']	elssihombing
[]	ChairulMuhamad4
['bener', 'sheilaon7', 'jakartamu']	swargiloka
['ntar', 'coldplay', 'fee', 'jastip', 'brp']	hellwrld_
['ts', 'psti', 'kemahalan', 'kupilih', 'coldplay']	stolenbyenola
['bener', 'infonya', 'belinya', 'dmn']	KunahaChannel
['indo']	xknowhtisdis
['coldplay', 'resmi']	yeontanjg
['dahlah']	yukinauu
['kerja']	PompletineJ
['ajaa', 'coldplay']	mediasocialita
['juni', 'kesini', 'coldplay', 'kesini', 'huhu']	JajanSkuyy
['announce']	Upypuspanagari_
['coldplay']	hnnbsy
['fix', 'kyknya']	amandachita
['ckny', 'bahasan', 'liburan', 'bahasan', 'ny', 'coldplay', 'cubo', 'dio', 'iyo', 'war', 'tiket', 'tula', 'men', 'biso', 'dpt', 'war', 'takun', 'keno', 'scam', 'men', 'beli', 'war']	ayaa_sinarks
['sabar', 'duluu']	seokjinlogyy
['haduwww', 'takut', 'war', 'tiketnya']	heyrum4
['mari', 'fokus', 'pundi2', 'coldplay']	eskikogojo
['ayo', 'kode2an', 'bkin', 'ajaa']	sthana0606
['temenku', 'nonton']	vicofewiandika
['war', 'sulit', 'dr', 'announce', 'tetep', 'mei', 'bitch']	kameliaoktavia_
['dr', 'suka', 'senyum2', 'krn', 'pikiran', 'nonton', 'coldplay']	searchforgold
['bismillah', 'banyakin', 'doa', 'biar', 'war']	chupacupscandyy
['wahh', 'beneran', 'coldplay', 'konser', 'jakarta']	taebyybearr
['tanda²', 'sihh']	diallstr_twt
['purnama']	bellaajelitaaa
['dy', 'nonton', 'belajar', 'cenah', 'coldplay', 'nonton', 'doain']	28knots_
['koh', 'tiket', 'io', 'dijualnya', 'h7', 'acara', 'war', 'tiket', 'coldplay']	annisabalqis
['tiketnya', 'beli', 'website', 'aplikasi']	rohitsebastiian
['hilal']	panir_23
['dinyanyiin', 'liat', 'instastory', 'coldplay']	Punahkala
['moneyku']	hazvnk
['info', 'tiketnya', 'dijual', 'maksimal', 'tiket', 'coldplay', 'bocoran', 'kisaran', 'tiketnya']	rasharieu
['tpi', 'duit', 'memadai', 'wkwkkw', 'pulkam', 'nnton', 'tau', 'benr', 'coldplay']	Lilyli01
['duit', 'nyari', 'dapetin', 'tiket']	flowergaze
['coldplay', 'taunya', 'piks', 'yu']	bringthorizon_
['allah', 'mules', 'duluan', 'war', 'tiket']	kyuduakali
['baiklaah']	ikiule
['coldplayer']	looneylunary
['war', 'tiket']	murniahmadi
['ihh', 'vin', 'ed', 'sheeran', 'susahhh', 'warnya', 'coldplay']	rapmonvirgo
['info', 'indon', 'komfom', 'artis', 'update', 'dlm', 'tour', 'date', 'mesia', 'coldplay', 'susah', 'beli', 'tiket']	ajimargera
['semalem', 'mimpi', 'konser', 'jakarta', 'aneh', 'ril']	martinprasojoo
['yaudah', 'atuh', 'nonton', 'coldplay']	yourbuddybdg
['duh', 'mules']	notcherrywaves
['jakarta', 'ajaa']	savioneals
['halo', 'open', 'jastip', 'coldplay', 'diurus', 'feel', 'free']	tixseoulution
['coldplay', 'blm', 'info', 'resminya']	rapmonvirgo
['coldplay', 'indooo']	26Jeoncindy
['war', 'tiket']	hadyanhawari_
[]	dwaifuku
['beneran', 'coldplay', 'konser', 'indo']	utaridewi_e
['mules', 'duluan', 'war']	i_8jeonj
['war', 'biar', 'dapet', 'yaaa']	SharSarii233
['duit', 'usahakan', 'war', 'tiket']	jijunnnn
[]	mattapermata
['menonton', 'konser', 'coldplay']	mediasocialita
['war', 'yaalloh']	alwaysjooniee
['pa', 'tiket', 'coldplay', 'mahal2', 'jual']	nandoreza
['yallah', 'pr']	winnytrue
['iyaa']	saturatedclaim
['allah', 'dapetin', 'tiketnya']	naya_fai
['siapin', 'mental', 'war', 'lawanlo', 'indonesia', 'sea']	parsprotototo
['kyknya', 'salah', 'menit']	parsprotototo
['bener', 'coldplay', 'indo']	yourmochi95
['hah', 'ampunnn', 'nyicil', 'motor']	ilythvbyh
['warnya']	impianparamantu
['fix']	Sobsrocx
[]	qyutru
['warnya', 'stress', 'duluan']	nerosalt
['sinyal', 'tandatandaaa', 'sabar']	nisfinis
['coldplay', 'kemari']	noturnesh
['coldplay', 'rumor', 'fix']	kresna_Awjy
['ikutin', 'akun', 'twitter', 'album', 'berhenti', 'kesini', 'umumin', 'first', 'offical', 'coldplay', 'kudos', 'team', 'admin', 'lelah', 'proud']	sipalingmade
['tour', 'music', 'spheres', 'coloratura', 'dinyanyiin']	be__ber
['keknya', 'coldplay', 'tau', 'kesini']	myjooniebee
['tenanan', 'ta', 'yowes', 'satset']	jp90s_
['skr', 'tau', 'kesiapa', 'coldplay']	rahasialemari
['mmampus']	Astrobo0y
[]	runniak
['darah']	lidicaine
['ayo', 'udaah', 'announcenya', 'mei']	gakdengbecanda
['meluncur', 'komandan']	tulusaufidius
['liat', 'duluan', 'help']	ndarindari
['jadiii']	utamaarif
['jelassss']	elvkns
['hi', 'yaah', 'jastip', 'tiket', 'coldplay', 'nyaa', 'dijamin', 'trusted']	cindyAhakim
['beneran', 'inii']	skywalker_yy
['min', 'calo', 'calo', 'minimalisir', 'bener', 'bener', 'nonton', 'pesen', 'tiket', 'thanks']	baghir_ahmad
['yoi', 'bca']	Rjulinas13
['sakit', 'jiwa', 'novembernya', 'coldplay', 'desembernya', 'taylor', 'swift']	khoonaivic
['daks', 'nyaan']	4mod_
['mahal', 'anjir', 'coldplay']	atikewl
['thankssss', 'usahain', 'indonesia']	lauvyoubeb
['inii']	cokiodhy
['baiklaaah']	divardha
['definisi', 'jum', 'berkah']	searchforgold
['hahh', 'indo']	isaidyesssss
['inimah', 'fix']	dnthy_
['buset']	dek_atha
['fix', 'pisan']	aplutodust
['bismillah']	ebotboti
['bener', 'coldplay', 'kesini', 'hah', 'lawan', 'keknya', 'bentar', 'rumah', 'bintaro']	sagwajixx
['coldplay', 'biar', 'fomo', 'txt', 'bayar']	algonometri
['dhin', 'mohon', 'info', 'nonton', 'coldplay', 'yah']	mpo_paoo
['tukar', 'tiket', 'coldplay']	kalenksarden
['bts', 'coldplayfans', 'chart', 'enjoy', 'music', 'sold', 'stadium', 'concert']	tabodanita
['mbaknya', 'war', 'tiket', 'coldplay']	Julpikrar
['jadwal', 'konser', 'coldplay', 'indonesia', 'daftar', 'duh', 'php', 'coldplay', 'coldplayjakarta']	medcom_id
['remind', 'mi', 'jom', 'mi']	heyazhar46
['kemarin', 'mimpi', 'chris', 'martinnya', 'coldplay', 'rumahku']	prasistars
['mup', 'list', 'coldplay', 'apalin']	afnnlambesis
['nonton']	nxxdslenia
['kiai', 'rain']	arifnrokhman
['yaallah', 'tulus', 'coldplay']	hayhaydayyyyyy
['menyerah', 'coldplay', 'ajalah']	FidoArmand
['soldout', 'coldplay', 'hadir', 'duit', 'heheh']	BetciPah
['tiket', 'coldplay', 'indonesia', 'tiketnya', 'kunci', 'disimpan']	panca66
['nonton', 'coldplay', 'nonton']	mdaffafadillah_
['dewa', 'dimanapun', 'cobaan', 'coldplay']	ungeee___
['dion', 'idol', 'bawain', 'viva', 'vida', 'ku', 'carilalah', 'coldplay', 'dr', 'fix', 'yellow', 'hymne', 'weeknd', 'paradise', 'etc', 'suka', 'fix', 'hehe']	willlllllll__
['coldplay', 'membuatmu']	cahya_atmajaaa
['sumpah', 'tau', 'beli', 'tiket', 'coldplay', 'njir']	raintopiasong
['dibeliin', 'tiket', 'coldplay']	marzarw
['first', 'time', 'place', 'coldplay', 'artist', 'month', 'mtv', 'deh', 'move', 'cd']	evirilika
['coldplay', 'konser', 'cardiff', 'momentnya', 'charlie', 'brown', 'fix', 'dapet']	dilafz30
['coldplay', 'bikin', 'konser', 'main', 'cakepnya', 'suka', 'aesthetic', 'diliat', 'totalitas', 'artis', 'presencenya']	abcdefuckyeuh
['nonton', 'coldplay']	eskepaljeruk
['coldplay', 'dapet', 'euphoria']	FirmanZP
['ben', 'podo', 'liyne', 'woey', 'koe', 'meh', 'nonton', 'coldplay', 'ra']	Sanguku_Kricik
['jw', 'coldplay', 'bruno', 'major', 'honne', 'wtf', 'bawa', 'strokes', 'joyland', 'bawa', 'interpol', 'ratusan', 'festival', 'duit', 'duit']	terdjadilah
['konser', 'e', 'lho', 'november', 'jt', 'lulus', 'oktober', 'spy', 'nonton', 'coldplay', 'seat']	jipyeongayang
['coldplay', 'juni', 'november']	elcekek
['aoi', 'duit', 'coldplay', 'bruno', 'major', 'allah', 'duit']	addicqted
['banyakin', 'pasukan']	uspropius
['kira2', 'ketipu', 'tiket', 'konser', 'coldplay']	handygusfa
['iyakah', 'pilihannya', 'weeknd', 'konser', 'coldplay', 'weeknd']	stfupplffs
['tipis2']	exsajapa
['kumpul', 'duit', 'kumpul', 'duit']	zulalif99
['onz', 'mat', 'kena', 'backup', 'beli', 'tiket']	syahmi26
['allah', 'coldplay', 'messi']	koacipermen
['beli', 'matt']	syahmi26
['allah', 'ketemu', 'martin']	Ch3st312
['rame', 'bikin']	farenzarteta
['resmi', 'sihh', 'stay', 'tune', 'infonya']	diallstr_twt
['br', 'nyadar', 'blm', 'inii', 'konsernya', 'dr', 'coldplay', 'live', 'wooww', 'super', 'woowww']	ijaakuijaaa
['hahahahaha', 'replies', 'kemain', 'yal', 'coldplay', 'jakarta', 'november', 'silap', 'tade', 'official', 'date', 'rumours']	EIryantie
['lupa', 'ticket']	AsyrafYaa
['hahahaha', 'akeh', 'pre', 'order', 'soale', 'lets', 'see', 'cuan', 'brp', 'lumayan', 'tambah2', 'coldplay']	eskikogojo
['cmn', 'coldplay', 'ultah', 'ku', 'biar', 'berkesan']	FR_9876
