content	username	tweet_published_at	type
@TokoJayamakmur2 semangat nabungnya, bakalan legend sih ini temenku yg gasuka nntn konser aja pingin banget nntn coldplay	u4iyeah	2023-05-03 14:56:34+07	replied_to
@octoputss ABIS NONTON COLDPLAY NABUNG LAGI BUAT LIBURAN SAMA ANAK ANAK :)	tyararecto	2023-05-03 14:32:30+07	replied_to
@intisarijeruk @sskinnypandaxx aku bkn krn itunya si ak krn abahku lucu aj excited sm coldplay	weaupon	2023-05-03 14:47:24+07	replied_to
@FWBESS Akhirnya coldplay mau ke negara yang banyak kasus korupsinya, banyak pekerja dibawah umur dan negara yang tidak perduli lingkungan	yrantidote	2023-05-03 14:44:30+07	replied_to
@syahriz_55 Bang berlanja saya tiket coldplay bang	iwannazarudin_	2023-05-05 17:00:24+07	replied_to
@Yeager6125 @celixalexandra Halo kak! Kita buka slot buat Coldplay nanti kalo udah ada konfirmasi resminya😍 untuk proof dan testi ada di bio / like kami ya. Stay tuned for info buat slotnya🤍	wartiketidofc	2023-05-03 14:42:05+07	replied_to
"Hidup itu ada 2 pilihan
1. Konser @TXT_members 
2. Konser @coldplay 

Kalo ga bisa milih, mending rutin olahraga, rajin minum air putih, biar Ginjal nya sehat terus dan nilai jual nya ga jatuh. https://t.co/X8yslsuvUR"	ERrrrmm_	2023-05-03 14:41:25+07	tweet
Menurut Kalian, @coldplay Beneran Konser Di Indonesia? 🎶	peedscurhat	2023-05-03 14:40:29+07	tweet
@endaaRN @celixalexandra Halo kakk, kita nanti open slot ya untuk Coldplay! Tapi nanti setelah resmi di konfirmasi🥰 Proof testi bisa di cek di bio / like kami🤍	wartiketidofc	2023-05-03 14:40:28+07	replied_to
"@tanyarlfes Coldplay terinspirasi dr video ini.. 

Mksh bang udh menjadi inspiresyennn. https://t.co/QMwtYGhrYa"	irsanpratama	2023-05-03 14:15:22+07	replied_to
"hidup itu ada 2 pilihan: 
1. konser @pledis_17 
2.konser Coldplay

😩😩"	AnnaAlmayda	2023-05-03 13:37:17+07	tweet
@sbyfess bisa konser di pkor/saburau ga si coldplay??	misterqueeen	2023-05-03 14:31:12+07	replied_to
@omsanto Oh iya konser Coldplay	ameliahermawani	2023-05-03 14:25:57+07	replied_to
@IDWantsColdplay @coldplay ya allah, gua gaada duit lagi🥹	salsaltss	2023-05-08 22:45:54+07	replied_to
@hanjisvngiee Even coldplay aja kaga begini😤	Pickacuuuu	2023-05-03 13:09:20+07	replied_to
"@nuriffahnadihah Tulah samalah dgn kita 😔

Ke ko nak pi coldplay?"	rasyidahtahir	2023-05-03 13:58:28+07	replied_to
@hafizkenny Bestnyaaaaaaa pergi konsert Coldplay 😭	Aimanarif77	2023-05-05 13:07:05+07	replied_to
@sbyfess Perkiraan tiket coldplay itu biasanya berapa ya?? Sebelumnya pernah ke indo ga coldplay?	Admireyounghoo	2023-05-03 13:40:03+07	replied_to
@PANJISATRIA__ Coba kasih tau bung harus jawab apa biar boleh ngomongin coldplay, kasian ini temen temen gua	deantaraxan	2023-05-03 13:39:22+07	replied_to
@emboorrassed coldplay udah fix kapan kah	JS2OO4O2	2023-05-03 13:38:28+07	replied_to
@curiousguyjkt_ @coldplay kalo cuma hapal ‘Yellow’ boleh nonton ga?	ancrutt	2023-05-03 13:38:22+07	replied_to
@decasick Kak kalo butuh jastip coldplay kabarin yaaa~ Testi lebih dari 125 tiket konser secured ada di pinned tweet ^^	moacartie	2023-05-03 13:34:50+07	replied_to
@tokopedia Min.. ajak Coldplay mg ngonser di JIS napaaaa 👀	diesvope	2023-05-03 13:33:40+07	replied_to
@ailabyujinjin Hiii kak! Kabarin ya kalo butuh jastip coldplay! Testi lebih dari 125 tiket konser secured di pinned tweet ♥️	moacartie	2023-05-03 13:33:27+07	tweet
"Sewa Meja Lesehan Cover Mewah Bekasi
Kami merupakan pusat sewa alat pesta dan toilet portable dengan kualitas terbaik di area Jabodetabek.

Jl.BKKBN Mustika Jaya Bekasi
Telp    ; Tel.021-8259-5905
WA      : 087760319364 (Tety)
Email   :sewatoiletidsewa@gmail.com
#coldplay #20m https://t.co/CxFZ8nb89M"	bintangsarana	2023-05-03 13:32:59+07	tweet
@krezzyrinaa Kalo butuh jastip coldplay kabarin kak! Testi lebih dari 125 tiket konser secured di pinned tweet ♥️	moacartie	2023-05-03 13:31:45+07	tweet
"@viniyanvilia @elmatrianaaa @JEPRUTSENDIRI Judul tabunganku yang tadinya ""danakiwin"" berubah jadi ""dana konser coldplay"" 🥲"	utamipicca	2023-05-03 13:26:27+07	replied_to
@cakwemania @NOAH_ID @coldplay Wkwkwkwkwk khayalan tingkat tinggi	gagituraiii	2023-05-04 11:16:21+07	replied_to
@FWBESS Pernah denger kalo coldplay gamau manggung di indonesia, apa itu benar?	volstaiggen13	2023-05-03 13:21:50+07	replied_to
@sbyfess tp kyknya gamungkin g sih kalo coldplay konser dihari kerja🙃	dumpofshalila	2023-05-03 13:11:14+07	replied_to
@sbyfess coba sebutkan 12 judul lagu Coldplay	AgataDiguna	2023-05-03 13:07:25+07	replied_to
@am_okayy Ini kan coldplay malah nyebut2 weeknd	notkhaleessii	2023-05-03 13:04:38+07	replied_to
@insidefolkative Uang bisa dicari , coldplay kesini jarang sekali	Devioasky	2023-05-09 04:07:56+07	replied_to
@greenstripes_ emg coldplay udah ngumumin tour asianya?	kittenkweenn	2023-05-03 13:00:31+07	replied_to
@HoiDianne @coldplay hahahhaahah	AndrewLapikov	2023-05-04 00:57:34+07	replied_to
@sherifwooody hai kak, klo butuh bantuan untuk jastip kita open jastip coldplay. feel free to ask by dm^^	tixseoulution	2023-05-04 00:56:08+07	replied_to
"@westenthu emang paling bener tungguin aja coldplay sendiri yg announce :"")"	punipunichim	2023-05-04 00:54:54+07	replied_to
@bluegarden_nuna hai kak, kita open jastip coldplay no tipu tipu en scam scam. feel free to ask by dm^^	tixseoulution	2023-05-04 00:54:41+07	replied_to
@bgsilhm_ hai kak, kita open jastip coldplay no tipu tipu en scam scam. feel free to ask by dm^^	tixseoulution	2023-05-04 00:54:35+07	replied_to
@Hanakhrn hai kak, kita open jastip coldplay no tipu tipu en scam scam. feel free to ask by dm^^	tixseoulution	2023-05-04 00:54:22+07	replied_to
@enxtot hai kak, kita open jastip coldplay kalau gak dapet full refund. no tipu tipu en scam scam. feel free to ask by dm^^	tixseoulution	2023-05-04 00:53:50+07	replied_to
@xuxiilucaas hidupku bnr bnr 2 pilihan; konser svt atay coldplay ANJG AAAAAKKKKK	aunya_auly	2023-05-04 00:53:20+07	replied_to
@redbloomsz Ojo lali nabung nonton Coldplay 😂	Fitriad61280895	2023-05-04 00:49:43+07	replied_to
Tahun 2045 kesini lagi ya @coldplay klo aku dh punya uang tabungan banyak.. makasih	dominikuspaksi	2023-05-04 00:48:02+07	tweet
@akusaranin BU buat nnton coldplay ma doi haha	prassetyoAD	2023-05-04 00:47:05+07	replied_to
@gadisoengoe @coldplay Pengalaman tahun2 kepengker	arifnrokhman	2023-05-04 00:09:29+07	replied_to
@nfadhl Ohiya maap, coldplay aja kan?	sisszi	2023-05-04 00:30:27+07	tweet
@dinastwt Betul blackpink aja kemaren gt apalagi coldplay. Dahlah dapet stage paling belakanv aja syukur	Bilqistiamf	2023-05-04 00:26:04+07	replied_to
@favoerite_ tapi coldplay diskip tuh gimana ya	tidurhan	2023-05-04 00:24:24+07	replied_to
@convomfs Fav song ?	nanaonaneta	2023-05-03 22:50:26+07	replied_to
@jooheraa bgst iyo sesokkkk demi coldplay	whiskeyonic3	2023-05-04 00:12:15+07	replied_to
@ffarizun masa masa emasnya coldplay itu emang	Drakaarz	2023-05-04 00:10:47+07	replied_to
@arifnrokhman @coldplay pesimis adalah jalan ninja kita bersama 🔥	gadisoengoe	2023-05-04 00:10:27+07	replied_to
@arifnrokhman @coldplay asal ojo ning tengah ndalan om Chris ngambek njuk ngabrut 🤣	gadisoengoe	2023-05-04 00:08:55+07	replied_to
Mau nonton konser Coldplay bareng gaa di bulan November? @Freya_JKT48	Aldifauzaaan	2023-05-04 00:04:00+07	replied_to
@celixalexandra YANG BENER AJA COLDPLAY CUY😩	anothertalkk	2023-05-04 00:03:21+07	replied_to
@Fatalis_Dark Tolong bilangin ke bapak anhar. Dokuz reuniannya di konser coldplay aja 🙏🏼	fxxppiccu	2023-05-04 00:00:40+07	replied_to
@summrswift @westenthu @coldplay Warnya bulan ini loh	LaricyaMalakian	2023-05-03 23:59:19+07	replied_to
@heybilbillie Akuu bisa dititipin war tiket Coldplay	my_dreamhanguk	2023-05-03 23:56:50+07	replied_to
"Pengen nonton Coldplay bareng Freya

@dreamteezy"	Aldifauzaaan	2023-05-03 23:57:25+07	tweet
@enwildann coldplay dulu ajooo ayoo di GBK	liamagdalenaaa	2023-05-03 23:55:49+07	replied_to
@suhflauwer Kalo coldplay yg bawa sr ama pk sih biasanya hobi nabung tiket h-6 bulan….	johflamer	2023-05-03 23:54:47+07	replied_to
@aRyZtyaa @moonie1011 @westenthu Ya emang gue juga tau kalo SR promotor. Lagian konteks nya ga cuma Coldplay doang ini yg gue maksud. :))	supposedtbfun	2023-05-03 23:53:35+07	replied_to
@golretzka gue disuruh pilih mau nonton gp atau nonton coldplay AAAAAAAA	lordperceval63	2023-05-03 23:51:49+07	tweet
@leclercsamour gue disuruh pilih attend gp atau dtg coldplay😞	lordperceval63	2023-05-03 23:51:15+07	replied_to
@idextratime Lu pilih nonton messi atau coldplay et?	kuchinxx	2023-05-05 00:27:17+07	replied_to
@riskiaamelindaa okaay kaa, semangatt ngewarnyaa!! semoga rejeki tahun ini bisa nntn coldplay 🙆‍♀️	dtinyz	2023-05-03 23:44:12+07	replied_to
@IDWantsColdplay @coldplay takut ga dapet doang sih gue sumpah bakalan nangis kayanya kl gadapet	adhierio	2023-05-08 21:31:17+07	replied_to
@thisiskiddo Belom ada di web nya coldplay	mazz_bas	2023-05-03 23:43:16+07	replied_to
@GrabID Gak ada giveaway tiket Coldplay min? 😁	RimaKusuma06	2023-05-03 23:43:12+07	replied_to
@vousmesavezs Pasti ada sih jujur, muternya bakal disitu aja apa lg ini sekelas coldplay cuy	iyooooi__	2023-05-03 23:43:03+07	replied_to
@hblfess Plss aku tau aku dirampok sama im3 kmaren suga tp aku lg mikir2 mau beli tiket txt juga huhuhu kl ada DP gini gmn ya beli tiket termurah pun berasa sia2 😭 mending gua tabung buat coldplay aja deh kalo jadi 😭😭	iwannabelobstah	2023-05-03 23:31:37+07	replied_to
@chatimeic cuti kuliah demi coldplay	andreeaaawwwsss	2023-05-03 23:39:00+07	tweet
@ieiin3 Gimana kalo kita nonton coldplay aja, kita ketemuan disana bunda bunda	maistuesbelle	2023-05-03 23:37:43+07	replied_to
@sskinnypandaxx @taktaurus kasi gweh tiket coldplay adliiiiii	detwooo	2023-05-03 23:30:42+07	replied_to
@tanyakanrl ragu semesta isyana dan shiver coldplay sih...	sambatsejenak	2023-05-03 23:36:03+07	replied_to
@YUJINexp Absen dulu malem ini udah galauin coldplay	latangkabagas	2023-05-03 23:30:23+07	tweet
@0501privatess @ahhgobil Coldplay barengan lahh	ndaily99	2023-05-03 23:27:39+07	replied_to
@horanuniqlo halo kak. kita open jastip coldplay ya. ig bisa diklik link diprofile kita. kita lebih aktif ditwt. kalau berminat, feel free to ask by dm^^	tixseoulution	2023-05-03 23:27:10+07	replied_to
@COMRADE_SOLAR @mistamosby nonton Coldplay gaaaak?	jn_jiu	2023-05-03 23:22:49+07	tweet
@mochiishiho @soulcried ada anjir gw nonton skyave aja sm mantan 😇 trs coldplay (kalo jadi ke indo) sm mantan lg 😇👊🏻	kyutiesaiurs	2023-05-03 23:21:53+07	tweet
@abharinafnaf @adisdvn Serius ? Udah ada info dri official nya coldplay juga ?	ryanJuang2	2023-05-03 23:21:42+07	replied_to
@sbyfess Nikah bisa ditunda, coldplay jangan play play	Duriaaahn	2023-05-03 23:19:43+07	replied_to
@28myoon @coldplay buat asia ada kali yah 🤭 tandain dah TUH	heiseonberg	2023-05-03 23:18:57+07	replied_to
@taktaurus bro bro bayarin tiket konser coldplay, ke wc umum aja abis cebok langsung kabur	detwooo	2023-05-03 23:15:38+07	replied_to
@celixalexandra bokap gua pulang kantor lgsg nyerocos soal coldplay trus gua disuru beli sendiri anjj biar gua gbs gangguin mami daddy nntn berdua disana	lyrzics	2023-05-03 23:14:35+07	replied_to
@tanyakanrl Jangan mati dulu sebelum nonton coldplay di indo cees.	ocedibalik	2023-05-03 23:13:38+07	replied_to
@aMrazing Simulasi nanti setelah pada selesai war tiket coldplay yang super cepet sold outnya	mgptrb	2023-05-03 23:06:54+07	replied_to
Udah siap diajak nongtong kongser nya om om @coldplay di jegardah nich https://t.co/QlNaQHftYB	chintyappertiwi	2023-05-03 23:13:26+07	tweet
@hartassuwastika Pengen bang tapi yg sheila on 7 aja begitu gimana coldplay. Cari calo apa wkwkwk	SeptiSM__	2023-05-03 23:12:39+07	replied_to
@Rosi_Occhie Ke Jogja bisa kapan aja. Nonton Coldplay sama ayang kapan lagi wkwkwk. Nanti ku bantuin war tiket nya 🤣🤣	nofeember_	2023-05-03 23:10:24+07	replied_to
@tanyakanrl Hmm apa ya....tiket coldplay deh...WAR nya itu yg bikin ga yakin dpt..	lnsjprnxx	2023-05-03 22:58:08+07	replied_to
@westenthu ga bermaksud ngebela cuma sebelumnya ada satu akun konser yg sok-sokan ngespill tanggal konsernya coldplay, makanya mungkin dia latah😂 cuma emg gtu, jangan percaya sama jakarta konser	glossyb0mb	2023-05-03 23:01:24+07	replied_to
@convomfs Yang udah ga sabar nonton coldplay pdhl masih gosip siapa cungggg aku aku akuu	ardsandd	2023-05-03 23:00:40+07	replied_to
@convomfs lagu enak dong	1O8am	2023-05-03 22:45:11+07	replied_to
"@Rosi_Occhie Lah piye? Wkwkwk
Yaudah Gpp, kamu nonton Coldplay sama ayang aja 🤭"	nofeember_	2023-05-03 22:58:51+07	replied_to
@IDWantsColdplay @coldplay promotornya aja collab bro	catnixs	2023-05-08 21:28:29+07	replied_to
"@bluerainbowcake Halo kak kami open jastip coldplay, bisa di cek testi kami di pinned twt dan ig yah kak. Kami juga memiliki tim 50 orang dan berpengalaman di beberapa konser lokal dan internasional. 🙏☺️

https://t.co/7lz7XxNFEr"	teteehkay	2023-05-03 22:54:14+07	tweet
@pusparmdhn Parah yaak kalo jadi segituan.. gue msh ada nii screenshot war tiket Coldplay yg di SG thn 2017 🤣 saat itu paling murah 900rb, paling mahal 3 jutaan ~ even yg di Eropa aja, tahun kemarin tiketnya 2jutaan kalo di rupiahin 😂 sini kebanyakan preman sii, yg minta setoran bnyk	nurlisaulfa	2023-05-03 22:53:19+07	replied_to
@dindsneyland__ coldplay, txt, KSH mo kesini tuh... gmn? :))	szzharszz	2023-05-03 22:52:40+07	tweet
"@human0oid masih, dan Coldplay kalau di luar ga gitu mahal tiketnya

kecuali promotor Indo emang pengen cuan banget untungnya"	oedit	2023-05-03 22:49:10+07	replied_to
"@itsjunelav Halo kak kami open jastip coldplay, bisa di cek testi di pinned twt dan ig yah kak. Silahkan kalau mau tanya2 terlebih dahulu 🙏☺️

https://t.co/Azgt7XHQHr"	teteehkay	2023-05-03 22:49:31+07	replied_to
@dustllama coldplay aja yuk plis	afternojaem	2023-05-03 22:46:14+07	replied_to
"25. @eeicsohn
26. Aku paling suka ini
27. Kang Chani, jujur ya sama sih.... Karena aku udah selesai ceritanya di chani skrg ceritanya di ayen 
28. Love my self //
29. Mageran
30. Coldplay - yellow https://t.co/PFjyWO8s1k"	inijeongini	2023-05-03 22:46:01+07	replied_to
"@caraamellattte @howrary war udj di web mecima aja bisa, yakali coldplay gabisa EAA
plis harus bisa dapet😭"	fckxxu	2023-05-03 22:44:24+07	replied_to
@keziameidy Wkwkwk belum ada announcement di websitenya Coldplay ciii	Suddendecision	2023-05-03 22:43:55+07	replied_to
@hdrxiao ... praying taengcon ga berdekatan dengan coldplay 🥲	greywineee	2023-05-03 22:43:24+07	replied_to
Vibesnya @coldplay emang gokil sih.. ajaib! https://t.co/pgpZ6X2qJ3	kunfayakun_jadi	2023-05-03 22:42:15+07	tweet
@howrary @caraamellattte DIBUKA KAK JASTIP KONSER COLDPLAY DI GBK 15 NOV 2023🙏🙏🙏🙏🙏	fckxxu	2023-05-03 22:40:44+07	replied_to
@Box2boxID @coldplay Lg banyak kebutuhan, untung dl pernah nonton 2016.	sher_locked7	2023-05-03 22:38:48+07	replied_to
@uuunderthename @literarybase secukupnya untuk konser coldplay aja 🙏🏻	frozenpaines	2023-05-03 22:35:38+07	replied_to
@tzuyuindosat Kayaaaknya belum confirm deh, semoga cepet confirm!! Shein lagu coldplay yang disuka apa?	necdlace	2023-05-03 22:35:17+07	tweet
@violetrum101 masalahnya satu kantor mau ada kayanya setengahnya mau nonton coldplay😭🙏🏻	tisanrd	2023-05-03 22:34:54+07	replied_to
"terlepas dari bener bakalan ke indo atau engga, kalau beneran jadi konser mereka @coldplay udh pasti masuk bucketlist once in a lifetime harus ditonton 😁
dan juga opa @PaulMcCartney yg kayanya gamungkin buat bisa nonton dia live karna udh jarang ngonser."	GunturH	2023-05-03 22:34:30+07	replied_to
@IDWantsColdplay @coldplay hehehehehwhhsuwheuwhdheheheiwidnei😭🫶🏻	gakdengbecanda	2023-05-08 21:16:28+07	replied_to
coldplay kalihhhh??? @notfficially	arifinammm	2023-05-03 22:31:35+07	tweet
@stvdyeah WOI AKU JG PENGEEEN NONTON COLDPLAY😞	psykewlogy	2023-05-03 22:30:58+07	tweet
"@amiravoir caperrr mirr. blm confirm dari Coldplay nya juga udah pada sasah
eh mau nntn mir?"	heynuna11	2023-05-03 22:30:03+07	replied_to
@dwiayu11_ @MSyunkimin kirain udh official, cek ombak dlu apa mereka, coldplay mah jangan ditanya ya ngk sih pasti ludes tiketnya?	cantchosemytop5	2023-05-03 22:00:12+07	replied_to
Suka @coldplay semenjak denger lagu clocks diputer di film ini. Habis itu mulai ngulik dan beberapa kali suka jadi backsound juga di one stop football trans 7. https://t.co/fsWROQiPIA	GunturH	2023-05-03 22:26:00+07	tweet
@westenthu Bingung bgt mau nunggu Taylor aja apa nonton Coldplay dulu😭	abcdmiiiii	2023-05-03 22:25:25+07	replied_to
@IDWantsColdplay @coldplay bismillahh dapet tiket yaAllah..	heeshoul	2023-05-08 21:16:12+07	replied_to
@Box2boxID @coldplay bisa	tabroni177	2023-05-03 22:19:14+07	replied_to
@westenthu @rebusanberas lu pernah mimpi, nah coldplay beneran dtg	avcadosky	2023-05-03 22:17:30+07	replied_to
@alpacalicocat Makanya itu coldplay kapan lagi coba ke indo ini pertama kalinya tapi gue butuh uang bgt 😭😭😭	b3omyzn	2023-05-03 21:54:02+07	replied_to
@debitaism Wih pas kelar isip dirayakan oleh coldplay	nabilahaulia_	2023-05-03 22:13:40+07	replied_to
@alpacalicocat Kenapa gak tahun depan aja gtu sih coldplay konsernya 😭	b3omyzn	2023-05-03 22:13:05+07	replied_to
@yoonginaa23 @sbyfess YUU NONTON COLDPLAY WKWK	Ailisya3	2023-05-03 22:12:12+07	tweet
@rabdit1501 Aamiin. Tapi bayangin aja dulu misal sebong sama coldplay konsernya deketan, atau selang sehari dua hari. Asa kemungkinan gak sih kalo mereka ikutan nonton coldplay di indo?? 😭😭	jongseongssi	2023-05-03 22:09:29+07	replied_to
@hdrxiao Stress mana coldplay katanya ticketing mei, duit darimana cobaaa	itsnokky_	2023-05-03 22:07:56+07	replied_to
@txtdrjkt Ga sabar mau lihat titik2 kecil dipanggung sambil lihat coldplay tampil di big screen.	slideawayand	2023-05-03 22:05:53+07	replied_to
@sereneediblue w juga pengin nonton coldplay 😭	momogiluv	2023-05-03 22:05:15+07	replied_to
Ndang sat set pastine @coldplay 🙋‍♂️	Canoopi_	2023-05-03 22:05:51+07	tweet
HAYUU GASKEUN WAR TIKET COLDPLAY @yoppikgirindra 😭😭😭🤍🤍🤍	febbyaliana	2023-05-03 22:09:07+07	retweet
@westenthu tuh akun gak jelas anjir, padahal dari pihak coldplay belum ngumumin mau konser di indo apa engga😒	yeuxdouxla	2023-05-03 22:05:04+07	replied_to
kita tunggu si coldplay @zorapunkshit	rosaandinioct	2023-05-03 22:03:46+07	tweet
@celixalexandra jb bisa menang war, coldplay harus bisa dong	yskarr	2023-05-03 22:01:59+07	replied_to
"@morenasirena12 @westenthu sepertinya begitu
sekalian ngecek ombak
mayan kan buat engagement akunnya juga
pokoknya kalo di website-nya coldplay udah ada info asia tour, nah baru deh fix"	nolinguistik	2023-05-03 22:00:02+07	replied_to
@cwyeonjun ketemuan araing di coldplay how	DIORSBN	2023-05-03 21:59:54+07	replied_to
"@antrhmf @alienradiofm pasarnya gede Nit.
yg beneran fans Coldplay pasti tenang aja sekarang, kecuali tanggal 9 nanti.

gua suka sih mereka pada FOMO untuk mau nonton Coldplay. tapi ya sebagian yg ngaku FOMO itu cuma tau beberapa lagu aja, apa ga takut kikuk pas lagu-lagu lainnya dimainin wkwk"	ilhamhidayats	2023-05-03 21:58:24+07	replied_to
@mesyoonggg nonton coldplay yu mei	sorrybozoicant	2023-05-03 21:57:03+07	replied_to
@blackduke_ @fayestherrr GEUS ULAH SUPTA SEPTI AYEUNA MAH NABUNG JANG SI EVA NONTON COLDPLAY	DhikaNugrahaaa	2023-05-03 21:56:36+07	tweet
@venomousveina peer banget sih tapi yah kapan lagi coldplay ke indo kan	SlatkoVersko	2023-05-05 15:11:48+07	replied_to
@itsmemizuka @IDWantsColdplay @coldplay Hadirrr kak	Kioxi6	2023-05-09 03:21:15+07	replied_to
@urchoego Tapi ini coldplay cuy susah bgt bawanya😭	alpacalicocat	2023-05-03 21:50:30+07	tweet
@siomaypangsitt @celixalexandra Halo kak kita open jastip coldplay. Dijamin trusted💯 proof bisa cek di pinned ya kak	hellojastix_	2023-05-03 21:48:49+07	replied_to
@endaaRN @celixalexandra Halo kak kita open jastip coldplay. Dijamin trusted💯 proof bisa cek di pinned ya kak	hellojastix_	2023-05-03 21:48:04+07	replied_to
@waifyousimp bmth apa coldplay nih jdnya😭😭	moivluv	2023-05-03 21:48:02+07	replied_to
@hi_estimothy coldplay kak soalnya yg aku denger rumornya sempet mau rest abis selsai tour tp gatau ya bener apa gak takutnya beneran, kalo txt kan pasti bakal dtg lagi kok	jeonyheart	2023-05-03 21:47:56+07	replied_to
@dbrahmantyo jadi cocok deh nyanyiin lagi coldplay 👌	arddhe	2023-05-03 21:47:02+07	replied_to
@wannabetiara @celixalexandra Emang suka coldplay? Serius mau?	waktukuterbuang	2023-05-03 21:46:25+07	replied_to
@westenthu lagian aneh juga sih tadi liat di ig gatau akun siapa udh announce tgl konser pdhl coldplay aja blm ngomong konser di indo	alopulici	2023-05-03 21:45:46+07	replied_to
"pada confirmed confirmed Coldplay ke Indo.
padahal Coldplay aja sudah kasih teka-teki lewat @alienradiofm akan ada yang diumumkan di tanggal 9.

kasihan pasa nyari like."	ilhamhidayats	2023-05-03 21:46:11+07	tweet
Bang @coldplay susah bgt keknya war tiket lu	stillyoahttp	2023-05-03 21:45:18+07	tweet
TIKETING COLDPLAY KAPAN WOYYYYYYYY @senniayua	goulealabee	2023-05-03 21:44:46+07	tweet
@hi_estimothy Coldplay tkt nyaaa gakesini lgh😭	stillwithyjk	2023-05-03 21:41:48+07	replied_to
@celixalexandra CAPE BANGAT UDH COLDPLAY TRS BMTH JUGA FAKLAH	linautarini	2023-05-03 21:41:56+07	replied_to
@imVargania van kalo coldplay jg ke indo gmn	tsehyng	2023-05-03 21:41:44+07	replied_to
@IDWantsColdplay @coldplay Cuti bersama https://t.co/fFYOzLoKM5	yoe2nz	2023-05-05 13:19:42+07	replied_to
@woohiterose Dibawa pk juga ya coldplay?	youngkrrrr	2023-05-03 21:40:54+07	replied_to
@tanyakanrl coldplay soalnya yg nonton ga cuma kpopers	harutooyaa	2023-05-09 05:37:37+07	replied_to
@celixalexandra Yang mau jastip tiket konser coldplay bisa ke gw, tenang di jamin terpercaya karena sudah berpengalaman war tiket konser kpop mulai dari nct dream,nct 127, blackpink, suga dll	zaxxfa	2023-05-03 21:39:46+07	replied_to
@westenthu tp pihak coldplay belum beri kabar	calumchubby	2023-05-03 21:37:22+07	replied_to
@tanyakanrl baru tau coldplay dari industri kpop	aerlyra	2023-05-09 03:37:25+07	replied_to
@SYUNAves wts apapun yg gua punya buat beli tiket coldplay (trmasuk surat tanah)	BOMB0MKAR	2023-05-03 21:38:19+07	replied_to
"@alexamauve Kalo dia jangan heran kak, mama nya hamil dia dengerinnya lagu coldplay terus
Gak kenal dia misic baby classic wkwkwk"	Jejeandr21	2023-05-04 11:16:15+07	replied_to
@thesunsetlight Pengen nntn coldplay, tp lebih pengen sbs😭🙏🏻	2721bwin_	2023-05-03 21:37:49+07	replied_to
@westenthu Konsernya hari rabu, orang-orang pada kerja wkwk😂. Agak sus, gk akan percaya selagi akun asli coldplay.nya belum confirm	xucxess	2023-05-03 21:36:49+07	replied_to
@nuruliaaa_ lohh nurul fans coldplay jugaa kaahh?	kikiaqifah	2023-05-03 21:34:57+07	replied_to
@eaiuiiaoa halo kak kita open jastip coldplay ya. no tipu diurus sampai fisik kak. feel free to ask by dm^^	tixseoulution	2023-05-03 21:36:27+07	replied_to
@sbyfess Tiket Agust D Tour Jakarta belum dapet.. Coldplay confirmed🙃🥲	purplena23	2023-05-03 21:34:44+07	replied_to
@jxekissd Hadir jastip coldplay~ testi lebih dari 100+ tiket konser berhasil secured di pinned tweet atau highlight instagram! 🫶	moacartie	2023-05-03 21:34:26+07	replied_to
@zarryhendrik Yang lagi rame sih sekarang Coldplay.. 👍	nkaimusou170899	2023-05-03 21:34:16+07	replied_to
@cursedkidd Mna mw coldplay ngangkt tlpon orgil	haris_patsy	2023-05-09 05:37:36+07	replied_to
"Agustus @TXT_members 
November @coldplay 
Hello @taylorswift13 , kamu gak ke Jakarta juga kah tahun ini ?

😭😭😭😭😭😭"	Andiani25_	2023-05-03 21:31:50+07	tweet
@westenthu belum ada konfirmasi dari coldplay	erforger	2023-05-03 21:31:22+07	replied_to
@tanyakanrl Coldplay, lebih famous dan global kan kalo coldplay.	emldii	2023-05-09 05:36:15+07	replied_to
@westenthu Ini tuh belum official announcement. Bahkan di web Coldplay aja last show di tgl 1 Oct. Pengumuman Tour Asia tuh tgl 9 nanti. Kebiasaan bgt emang Jakarta Konser.	Virrlly	2023-05-03 21:30:27+07	replied_to
@westenthu SABAR FRENS tunggu official statement dari @coldplay dulu biar sah 👌🏻	summrswift	2023-05-03 21:29:09+07	replied_to
@thesunsetlight hah serius coldplay ke indo?	tsabnw	2023-05-03 21:29:38+07	replied_to
@westenthu ingfo riil cuma ada di akun @coldplay @alienradiofm  👍🏻	kicauaniki	2023-05-04 10:18:37+07	replied_to
@hi_estimothy coldplay yangg klo ngefans, jarang2 belio ke indo, klo txt kapan2 pasti masih mampir	minglossies	2023-05-03 21:27:19+07	replied_to
@westenthu belum ada confirm dari puhak coldplay masih deg deg an😭🙏🏻	jaeza_vln	2023-05-03 21:28:20+07	replied_to
@westenthu Nunggu resmi dari coldplay dulu deh	noakonoka	2023-05-03 21:23:49+07	replied_to
@westenthu Info Coldplay sudaa dihapuss.. Chuaakksss!	zys91	2023-05-03 21:28:12+07	replied_to
"@Spreadluuvv @_clarich_ MEET UP KITA 

KL ADA COLDPLAY GAK???

@meltqeen @annaejobling ke jkt aja"	formerrec	2023-05-03 21:23:44+07	replied_to
@moonlightsky_ @westenthu tunggu tanggal 9 mei deh kak soalnya iya promorotnya pun blm confirm.. tp menurutku pasti beneran konser sih soalnya pak sandi udah 2 kali post reels coldplay	mcdreamyiy	2023-05-03 21:27:52+07	replied_to
